,player,team,games,position,recTarg,recRec,recRec40s,recYds,recYds100Games,recTds,recTd40s,recDrops,catch,depth,ypt,ypr,rac,rzRecTarg,rzRecRec,rzRecTds,rzRecTargPct,rzRecRecPct,rzRecTdPct,ezRecTarg,ezRecTds,ezRecTargPct,ezRecRecPct,ezRecTdPct,rushCarries,rush40s,rushYds,rushYds100Games,rushTds,rushTd40s,ypc,yac,rushTa,tat,fumbles,rzRushCarries,rzRushTds,rzRushPct,rzRushTdPct,i5RushCarries,i5RushTds,i5RushPct,i5RushTdPct,patConversions,patAttempts,fantasyPts,ptsPerSnap,ptsPerTouch,FIN_W1,FIN_W2,FIN_W3,FIN_W4,FIN_W5,FIN_W6,FIN_W7,FIN_W8,FIN_W9,FIN_W10,FIN_W11,FIN_W12,FIN_W13,FIN_W14,FIN_W15,FIN_W16,FIN_W17,FIN_W18,SOS_W1,SOS_W2,SOS_W3,SOS_W4,SOS_W5,SOS_W6,SOS_W7,SOS_W8,SOS_W9,SOS_W10,SOS_W11,SOS_W12,SOS_W13,SOS_W14,SOS_W15,SOS_W16,SOS_W17,SOS_W18,ADP,age
45,Marlon Mack,IND,5,RB,4,2,0,8,0,0,0,0,50.0,4.25,2.0,4.0,2.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,28,0,101,0,0,0,3.61,3.07,3,0.11,0,2,0,7.1,0.0,0,0,0.0,0.0,0,0,12.9,0.22,0.43,,1.6,,3.3,6.4,1.2,0.4,0.0,,,,,,,,,,,,71.0,,53.0,45.0,64.0,70.0,81.0,,,,,,,,,,,187.5,26.0
46,Darrel Williams,KC,17,RB,55,47,0,452,1,2,0,1,85.5,1.38,8.22,9.62,9.28,10,8,1,18.2,17.0,50.0,0,0,0.0,0.0,0.0,144,0,558,0,6,0,3.88,2.19,10,0.07,0,34,6,23.6,100.0,14,6,9.7,100.0,0,0,196.0,0.34,1.03,0.4,5.8,5.9,13.8,7.5,23.9,8.0,17.0,10.7,29.4,3.6,,11.0,12.9,1.2,11.5,25.7,7.7,81.0,45.0,45.0,22.0,40.0,7.0,33.0,16.0,28.0,1.0,46.0,,24.0,19.0,72.0,23.0,3.0,40.0,191.5,27.0
47,Chuba Hubbard,CAR,17,RB,34,25,0,174,0,1,0,5,73.5,0.15,5.12,6.96,7.0,3,1,1,8.8,4.0,100.0,1,0,2.9,0.0,0.0,172,0,612,1,5,0,3.56,2.63,22,0.13,1,24,4,14.0,80.0,5,2,2.9,40.0,0,0,139.6,0.3,0.71,2.4,1.0,10.9,9.1,18.4,13.5,9.6,16.1,4.6,8.7,0.0,0.6,,9.3,5.1,0.9,15.8,13.6,62.0,73.0,28.0,36.0,16.0,22.0,29.0,18.0,49.0,32.0,83.0,74.0,,29.0,51.0,80.0,20.0,20.0,193.0,23.0
48,Myles Gaskin,MIA,17,RB,62,49,0,234,0,4,0,2,79.0,0.45,3.77,4.78,5.16,10,7,4,16.1,14.3,100.0,1,1,1.6,2.0,25.0,173,0,612,0,3,0,3.54,2.18,19,0.11,2,32,3,18.5,100.0,8,2,4.6,66.7,0,0,175.6,0.31,0.79,12.6,8.6,10.4,0.3,31.9,3.4,17.7,8.5,17.7,5.5,18.6,19.2,6.9,,5.4,2.6,2.3,4.0,23.0,33.0,30.0,78.0,2.0,47.0,9.0,35.0,8.0,42.0,10.0,12.0,34.0,,49.0,65.0,66.0,59.0,200.0,25.0
49,Matt Breida,BUF,9,RB,7,7,0,72,0,2,0,0,100.0,1.71,10.29,10.29,9.0,3,3,1,42.9,42.9,50.0,1,1,14.3,14.3,50.0,26,0,125,0,1,0,4.81,2.58,2,0.08,1,3,1,11.5,100.0,0,0,0.0,0.0,0,0,44.7,0.55,1.35,0.4,0.0,,,,,,,,20.0,7.7,13.5,1.8,1.2,0.1,,,0.0,81.0,85.0,,,,,,,,11.0,27.0,19.0,60.0,64.0,78.0,,,83.0,205.0,
50,Jerick McKinnon,KC,12,RB,16,13,0,107,0,1,0,0,81.3,-0.75,6.69,8.23,10.31,4,3,1,25.0,23.1,100.0,0,0,0.0,0.0,0.0,12,0,62,0,0,0,5.17,2.42,0,0.0,0,2,0,16.7,0.0,0,0,0.0,0.0,0,0,35.9,0.21,1.44,0.0,2.4,0.0,0.0,3.5,2.5,3.7,0.0,5.6,4.2,,,,,,,0.0,14.0,87.0,63.0,82.0,84.0,55.0,51.0,47.0,81.0,45.0,51.0,,,,,,,83.0,19.0,216.3,
51,D'Onta Foreman,TEN,9,RB,10,9,0,123,0,0,0,1,90.0,-0.9,12.3,13.67,14.33,2,2,0,20.0,22.2,0.0,0,0,0.0,0.0,0.0,133,0,566,3,3,0,4.26,2.9,21,0.16,2,22,2,16.5,66.7,6,2,4.5,66.7,0,0,95.9,0.42,0.68,,,,,,,,,2.9,9.8,5.0,12.2,,14.2,15.5,7.7,19.2,9.4,,,,,,,,,56.0,27.0,42.0,21.0,,15.0,11.0,37.0,13.0,30.0,219.0,26.0
52,Kenyan Drake,LV,12,RB,36,30,0,291,0,1,0,1,83.3,1.19,8.08,9.7,9.1,4,4,1,11.1,13.3,100.0,0,0,0.0,0.0,0.0,63,0,254,0,2,0,4.03,2.57,10,0.16,0,12,2,19.0,100.0,1,1,1.6,50.0,0,0,102.5,0.37,1.1,12.0,10.5,8.7,0.2,1.1,21.3,16.9,,16.0,5.1,3.9,5.0,1.8,,,,,,26.0,25.0,33.0,80.0,74.0,9.0,12.0,,12.0,45.0,44.0,44.0,60.0,,,,,,221.3,
53,Eno Benjamin,ARZ,8,RB,7,6,0,42,0,0,0,0,85.7,-0.29,6.0,7.0,7.83,1,1,0,14.3,16.7,0.0,0,0,0.0,0.0,0.0,34,0,118,0,1,0,3.47,2.65,4,0.12,0,3,0,8.8,0.0,0,0,0.0,0.0,0,0,28.0,0.29,0.7,,,,,,,0.7,,9.9,2.2,3.0,,2.3,0.0,,,0.3,9.6,,,,,,,68.0,,34.0,57.0,50.0,,56.0,70.0,,,77.0,27.0,225.0,
54,Dontrell Hilliard,TEN,7,RB,25,19,0,87,0,0,0,3,76.0,-1.0,3.48,4.58,5.74,5,4,0,20.0,21.1,0.0,0,0,0.0,0.0,0.0,56,1,350,1,2,1,6.25,3.45,12,0.21,2,4,0,7.1,0.0,1,0,1.8,0.0,0,0,74.7,0.38,1.0,,,,,,,,,,,16.2,20.3,,1.3,9.9,3.4,16.8,6.8,,,,,,,,,,,13.0,8.0,,62.0,28.0,56.0,19.0,43.0,226.0,
55,Ke'Shawn Vaughn,TB,6,RB,7,4,0,26,0,0,0,2,57.1,1.71,3.71,6.5,4.25,1,1,0,14.3,25.0,0.0,0,0,0.0,0.0,0.0,36,1,180,0,2,1,5.0,4.42,12,0.33,0,5,1,13.9,50.0,1,1,2.8,50.0,0,0,36.6,0.33,0.92,,,,,,,2.7,,,,0.4,,,,1.9,13.0,6.5,12.1,,,,,,,50.0,,,,76.0,,,,68.0,22.0,38.0,24.0,230.0,
56,Damien Williams,CHI,12,RB,22,16,0,103,0,1,0,1,72.7,1.86,4.68,6.44,6.81,2,1,1,9.1,6.3,100.0,1,0,4.5,0.0,0.0,40,0,164,0,2,0,4.1,2.42,7,0.17,0,8,2,20.0,100.0,4,2,10.0,100.0,0,0,60.7,0.37,1.08,8.0,2.4,0.0,15.0,16.4,,1.8,-0.3,,,,,,2.7,0.0,2.4,0.0,12.3,40.0,63.0,82.0,21.0,22.0,,56.0,94.0,,,,,,51.0,79.0,69.0,83.0,23.0,231.0,30.0
57,Rex Burkhead,HST,16,RB,31,25,0,186,0,0,0,0,80.6,1.81,6.0,7.44,5.6,4,2,0,12.9,8.0,0.0,0,0,0.0,0.0,0.0,122,0,427,1,3,0,3.5,2.7,17,0.14,1,17,2,13.9,66.7,8,2,6.6,66.7,0,0,104.3,0.28,0.71,1.6,0.0,1.5,-0.1,,0.0,0.0,13.8,0.9,,4.0,8.4,5.5,10.6,5.7,28.9,13.9,9.6,70.0,85.0,65.0,106.0,,70.0,75.0,22.0,69.0,,43.0,32.0,38.0,25.0,46.0,3.0,24.0,27.0,234.3,
58,Sony Michel,LA,17,RB,31,21,0,128,0,1,0,2,67.7,-0.26,4.13,6.1,6.33,2,1,1,6.5,4.8,100.0,1,1,3.2,4.8,100.0,208,0,845,2,4,0,4.06,2.87,39,0.19,1,46,4,22.1,100.0,7,4,3.4,100.0,0,0,148.3,0.28,0.65,0.2,4.6,10.9,1.1,11.5,4.2,0.4,7.6,10.6,5.1,,3.5,21.9,7.9,13.5,20.5,18.9,5.9,83.0,49.0,28.0,71.0,30.0,44.0,70.0,41.0,29.0,45.0,,57.0,7.0,32.0,16.0,8.0,14.0,47.0,240.0,27.0
59,Ameer Abdullah,CAR,15,RB,48,38,0,289,0,1,0,2,79.2,1.25,6.02,7.61,7.76,7,5,1,14.6,13.2,100.0,0,0,0.0,0.0,0.0,51,0,166,0,0,0,3.25,2.29,10,0.2,0,7,0,13.7,0.0,1,0,2.0,0.0,0,0,89.5,0.29,1.01,3.9,0.0,2.4,1.2,0.2,,,9.6,7.0,9.1,0.6,4.4,,5.3,15.5,3.9,9.2,17.2,52.0,85.0,62.0,68.0,79.0,,,32.0,39.0,28.0,71.0,46.0,,40.0,11.0,49.0,30.0,16.0,242.5,
60,Joshua Kelley,LAC,10,RB,6,5,0,38,0,0,0,0,83.3,1.5,6.33,7.6,6.8,1,0,0,16.7,0.0,0.0,0,0,0.0,0.0,0.0,33,0,102,0,0,0,3.09,2.0,5,0.15,1,5,0,15.2,0.0,2,0,6.1,0.0,0,1,19.0,0.14,0.5,,,,,1.7,0.7,,,2.0,0.6,,4.0,0.0,4.8,2.1,3.1,0.0,,,,,,68.0,68.0,,,61.0,72.0,,49.0,71.0,42.0,66.0,62.0,83.0,,244.0,
61,Samaje Perine,CIN,15,RB,31,27,0,196,0,1,0,2,87.1,-0.06,6.32,7.26,7.63,4,4,1,12.9,14.8,100.0,0,0,0.0,0.0,0.0,55,1,246,0,1,1,4.47,4.02,8,0.15,0,2,0,3.6,0.0,0,0,0.0,0.0,0,0,83.2,0.3,1.01,3.9,0.0,1.7,3.2,18.3,,14.5,3.6,5.7,,5.1,2.5,6.1,7.3,6.3,2.6,2.4,,52.0,85.0,64.0,56.0,18.0,,18.0,58.0,44.0,,40.0,61.0,37.0,33.0,44.0,65.0,64.0,,249.5,
62,Austin Walter,NYJ,4,RB,3,2,0,9,0,0,0,0,66.7,-3.0,3.0,4.5,6.5,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,26,0,101,0,1,0,3.88,2.62,4,0.15,0,9,1,34.6,100.0,2,1,7.7,100.0,0,0,19.0,0.35,0.68,,,,,,,,,,,,9.8,3.1,,1.2,,4.9,,,,,,,,,,,,,26.0,50.0,,72.0,,46.0,,253.0,
63,Kyle Juszczyk,SF,17,RB,38,30,0,296,0,1,0,1,78.9,6.97,7.79,9.87,5.23,9,4,1,23.7,13.3,100.0,1,0,2.6,0.0,0.0,8,0,22,0,1,0,2.75,1.5,0,0.0,0,3,1,37.5,100.0,1,0,12.5,0.0,0,0,73.8,0.12,1.94,1.7,3.7,15.1,8.1,6.5,,0.0,2.1,3.4,1.6,1.7,5.7,4.1,1.5,8.2,7.5,2.9,0.0,68.0,54.0,22.0,42.0,43.0,,75.0,67.0,55.0,63.0,63.0,43.0,44.0,60.0,31.0,41.0,60.0,83.0,253.0,
64,Zack Moss,BUF,13,RB,31,23,0,197,0,1,0,2,74.2,0.87,6.35,8.57,8.74,6,3,1,19.4,13.0,100.0,2,0,6.5,0.0,0.0,96,0,345,0,4,0,3.59,2.34,18,0.19,2,26,4,27.1,100.0,5,3,5.2,75.0,0,0,107.2,0.28,0.9,,17.4,18.1,12.1,12.2,5.9,,11.8,4.4,8.7,0.5,,5.3,,,3.5,3.9,3.4,,11.0,15.0,25.0,27.0,41.0,,25.0,50.0,32.0,73.0,,40.0,,,55.0,53.0,63.0,256.5,24.0
65,Boston Scott,PHI,10,RB,15,13,0,83,0,0,0,1,86.7,-1.13,5.53,6.38,7.77,1,0,0,6.7,0.0,0.0,1,0,6.7,0.0,0.0,87,0,373,0,7,0,4.29,2.49,9,0.1,1,20,7,23.0,100.0,12,7,13.8,100.0,0,0,100.6,0.46,1.01,,,2.5,,,,9.9,18.0,4.0,12.5,3.8,15.2,0.0,,,10.1,24.6,,,,60.0,,,,28.0,12.0,52.0,21.0,45.0,17.0,71.0,,,25.0,4.0,,262.0,27.0
66,Nick Bawden,NYJ,8,RB,1,1,0,20,0,0,0,0,100.0,10.0,20.0,20.0,10.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.0,0.05,3.0,,,,,,,,,,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,77.0,50.0,78.0,71.0,,79.0,89.0,83.0,83.0,263.0,
67,D'Ernest Johnson,CLV,15,RB,24,19,0,137,0,0,0,4,79.2,0.08,5.71,7.21,7.26,2,2,0,8.3,10.5,0.0,0,0,0.0,0.0,0.0,100,0,534,2,3,0,5.34,3.47,26,0.26,1,19,3,19.0,100.0,2,2,2.0,66.7,0,0,104.1,0.31,0.87,,0.0,0.9,,,1.9,24.8,9.9,1.6,22.7,2.6,0.0,,3.9,5.5,7.6,2.4,20.3,,85.0,69.0,,,53.0,4.0,31.0,62.0,6.0,55.0,78.0,,46.0,48.0,39.0,64.0,9.0,266.5,26.0
68,Chris Evans,CIN,12,RB,17,15,0,151,0,2,0,0,88.2,3.41,8.88,10.07,7.53,5,4,2,29.4,26.7,100.0,1,0,5.9,0.0,0.0,17,0,77,0,0,0,4.53,4.18,5,0.29,0,1,0,5.9,0.0,1,0,5.9,0.0,0,0,49.8,0.52,1.56,,2.4,4.6,0.0,3.5,15.7,,,2.1,,1.7,3.8,,,0.0,0.1,0.0,15.9,,63.0,49.0,84.0,55.0,18.0,,,60.0,,63.0,51.0,,,79.0,88.0,83.0,17.0,280.0,
69,Brandon Bolden,NE,16,RB,48,41,0,405,0,2,0,2,85.4,0.25,8.44,9.88,10.15,9,8,2,18.8,19.5,100.0,0,0,0.0,0.0,0.0,44,0,226,0,1,0,5.14,4.11,14,0.32,1,8,1,18.2,100.0,2,0,4.5,0.0,1,1,122.1,0.36,1.44,0.5,,5.2,11.1,7.1,1.2,19.9,2.6,10.1,10.0,3.6,9.4,4.5,,7.4,4.4,4.5,20.6,79.0,,47.0,29.0,42.0,64.0,6.0,63.0,32.0,26.0,46.0,29.0,41.0,,36.0,48.0,47.0,8.0,281.0,
70,J.J. Taylor,NE,5,RB,4,4,0,8,0,0,0,0,100.0,-0.75,2.0,2.0,2.75,1,1,0,25.0,25.0,0.0,0,0,0.0,0.0,0.0,19,0,37,0,2,0,1.95,1.53,0,0.0,1,5,2,26.3,100.0,3,2,15.8,100.0,0,0,20.5,0.4,0.89,,0.3,2.5,1.0,,,15.6,,,1.1,,,,,,,,,,80.0,60.0,73.0,,,16.0,,,68.0,,,,,,,,,288.0,
71,DeeJay Dallas,SEA,14,RB,23,21,0,133,0,0,0,0,91.3,1.39,5.78,6.33,5.52,2,2,0,8.7,9.5,0.0,0,0,0.0,0.0,0.0,33,0,138,0,2,0,4.18,2.85,6,0.18,1,6,2,18.2,100.0,2,2,6.1,100.0,0,0,60.1,0.37,1.11,2.0,,,0.0,5.9,10.0,0.0,0.6,,,9.7,8.1,0.0,1.6,14.2,7.8,0.1,0.1,66.0,,,84.0,48.0,28.0,75.0,77.0,,,21.0,33.0,71.0,58.0,14.0,36.0,81.0,82.0,294.0,
72,Trey Sermon,SF,5,RB,4,3,0,26,0,0,0,1,75.0,2.0,6.5,8.67,6.33,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,41,0,167,0,1,0,4.07,2.9,8,0.2,0,1,1,2.4,100.0,1,1,2.4,100.0,0,0,28.3,0.26,0.64,,0.8,11.4,8.9,0.7,,,,,,6.5,,,,,,,,,74.0,26.0,37.0,77.0,,,,,,33.0,,,,,,,,296.0,23.0
